ccy,month,freq,hour_ny,coverage,stale,n_expected,n_present
CHF,2009-11,1m,2.0,0.9976190476190476,0.07159904534606205,,
CHF,2009-11,1m,3.0,1.0,0.049206349206349205,,
CHF,2009-11,1m,4.0,1.0,0.030952380952380953,,
CHF,2009-11,1m,5.0,0.9936507936507937,0.03913738019169329,,
CHF,2009-11,1m,6.0,1.0,0.04523809523809524,,
CHF,2009-11,1m,7.0,1.0,0.05396825396825397,,
CHF,2009-11,1m,8.0,0.9888888888888889,0.06581059390048154,,
CHF,2009-11,1m,9.0,0.9817460317460317,0.07356507679870655,,
CHF,2009-11,1m,10.0,0.9753968253968254,0.11391375101708706,,
CHF,2009-11,1m,11.0,0.7785714285714286,0.14780835881753313,,
CHF,2009-11,1m,12.0,0.6936507936507936,0.13844393592677345,,
CHF,2009-11,1m,13.0,0.7341269841269841,0.12864864864864864,,
CHF,2009-11,1m,14.0,0.803968253968254,0.06416584402764067,,
CHF,2009-11,1m,15.0,0.7968253968253968,0.08067729083665338,,
CHF,2009-11,1m,16.0,0.7888888888888889,0.11267605633802817,,
CHF,2009-11,1m,18.0,0.9636363636363636,0.12342767295597484,,
CHF,2009-11,1m,19.0,0.9690721649484536,0.12193126022913257,,
CHF,2009-11,1m,20.0,0.9857142857142858,0.1111111111111111,,
CHF,2009-11,1m,21.0,1.0,0.04365079365079365,,
CHF,2009-11,1m,22.0,1.0,0.05714285714285714,,
CHF,2009-11,1m,23.0,0.9992063492063492,0.05559968228752978,,
CHF,2009-11,15m,,0.9525038719669592,0.016260162601626018,1937.0,1845.0
CHF,2009-11,15m,0.0,1.0,0.0,,
CHF,2009-11,15m,1.0,1.0,0.0,,
CHF,2009-11,15m,2.0,1.0,0.023809523809523808,,
CHF,2009-11,15m,3.0,1.0,0.0,,
CHF,2009-11,15m,4.0,1.0,0.011904761904761904,,
CHF,2009-11,15m,5.0,1.0,0.0,,
CHF,2009-11,15m,6.0,1.0,0.011904761904761904,,
CHF,2009-11,15m,7.0,1.0,0.0,,
CHF,2009-11,15m,8.0,1.0,0.023809523809523808,,
CHF,2009-11,15m,9.0,1.0,0.011904761904761904,,
CHF,2009-11,15m,10.0,1.0,0.011904761904761904,,
CHF,2009-11,15m,11.0,0.8571428571428571,0.041666666666666664,,
CHF,2009-11,15m,12.0,0.8095238095238095,0.014705882352941176,,
CHF,2009-11,15m,13.0,0.8095238095238095,0.014705882352941176,,
CHF,2009-11,15m,14.0,0.8095238095238095,0.0,,
CHF,2009-11,15m,15.0,0.8095238095238095,0.029411764705882353,,
CHF,2009-11,15m,16.0,0.8095238095238095,0.014705882352941176,,
CHF,2009-11,15m,18.0,1.0,0.011363636363636364,,
CHF,2009-11,15m,19.0,1.0,0.011764705882352941,,
CHF,2009-11,15m,20.0,1.0,0.011904761904761904,,
CHF,2009-11,15m,21.0,1.0,0.0,,
CHF,2009-11,15m,22.0,1.0,0.011904761904761904,,
CHF,2009-11,15m,23.0,1.0,0.0,,
CHF,2009-11,1h,,0.9587628865979382,0.0064516129032258064,485.0,465.0
CHF,2009-11,1h,0.0,1.0,0.0,,
CHF,2009-11,1h,1.0,1.0,0.0,,
CHF,2009-11,1h,2.0,1.0,0.0,,
CHF,2009-11,1h,3.0,1.0,0.0,,
CHF,2009-11,1h,4.0,1.0,0.0,,
CHF,2009-11,1h,5.0,1.0,0.0,,
CHF,2009-11,1h,6.0,1.0,0.0,,
CHF,2009-11,1h,7.0,1.0,0.0,,
CHF,2009-11,1h,8.0,1.0,0.0,,
CHF,2009-11,1h,9.0,1.0,0.0,,
CHF,2009-11,1h,10.0,1.0,0.0,,
CHF,2009-11,1h,11.0,1.0,0.0,,
CHF,2009-11,1h,12.0,0.8095238095238095,0.0,,
CHF,2009-11,1h,13.0,0.8095238095238095,0.0,,
CHF,2009-11,1h,14.0,0.8095238095238095,0.0,,
CHF,2009-11,1h,15.0,0.8095238095238095,0.0,,
CHF,2009-11,1h,16.0,0.8095238095238095,0.0,,
CHF,2009-11,1h,18.0,1.0,0.0,,
CHF,2009-11,1h,19.0,1.0,0.0,,
CHF,2009-11,1h,20.0,1.0,0.0,,
CHF,2009-11,1h,21.0,1.0,0.0,,
CHF,2009-11,1h,22.0,1.0,0.0,,
CHF,2009-11,1h,23.0,1.0,0.0,,
CHF,2010-02,1m,,0.9267028985507246,0.06932009227039919,27600.0,25577.0
CHF,2010-02,1m,0.0,0.9991666666666666,0.04920767306088407,,
CHF,2010-02,1m,1.0,0.9991666666666666,0.0750625521267723,,
CHF,2010-02,1m,2.0,1.0,0.04833333333333333,,
CHF,2010-02,1m,3.0,1.0,0.029166666666666667,,
CHF,2010-02,1m,4.0,1.0,0.0275,,
CHF,2010-02,1m,5.0,1.0,0.0225,,
CHF,2010-02,1m,6.0,1.0,0.035,,
CHF,2010-02,1m,7.0,0.9983333333333333,0.06010016694490818,,
CHF,2010-02,1m,8.0,0.9925,0.06801007556675064,,
CHF,2010-02,1m,9.0,0.9833333333333333,0.07627118644067797,,
CHF,2010-02,1m,10.0,0.985,0.09390862944162437,,
CHF,2010-02,1m,11.0,0.7708333333333334,0.10486486486486486,,
CHF,2010-02,1m,12.0,0.7375,0.12203389830508475,,
CHF,2010-02,1m,13.0,0.7358333333333333,0.11664779161947905,,
CHF,2010-02,1m,14.0,0.7416666666666667,0.06292134831460675,,
CHF,2010-02,1m,15.0,0.7825,0.07667731629392971,,
CHF,2010-02,1m,16.0,0.7825,0.12566560170394037,,
CHF,2010-02,1m,18.0,0.945,0.12698412698412698,,
CHF,2010-02,1m,19.0,0.9083333333333333,0.09908256880733946,,
CHF,2010-02,1m,20.0,0.955,0.08115183246073299,,
CHF,2010-02,1m,21.0,0.9983333333333333,0.045909849749582635,,
CHF,2010-02,1m,22.0,1.0,0.029166666666666667,,
CHF,2010-02,1m,23.0,0.9991666666666666,0.05587989991659716,,
CHF,2010-02,15m,,0.9445652173913044,0.01093210586881473,1840.0,1738.0
CHF,2010-02,15m,0.0,1.0,0.0,,
CHF,2010-02,15m,1.0,1.0,0.0,,
CHF,2010-02,15m,2.0,1.0,0.0,,
CHF,2010-02,15m,3.0,1.0,0.0,,
CHF,2010-02,15m,4.0,1.0,0.0,,
CHF,2010-02,15m,5.0,1.0,0.0125,,
CHF,2010-02,15m,6.0,1.0,0.0,,
CHF,2010-02,15m,7.0,1.0,0.0125,,
CHF,2010-02,15m,8.0,1.0,0.0,,
CHF,2010-02,15m,9.0,1.0,0.0,,
CHF,2010-02,15m,10.0,1.0,0.0125,,
CHF,2010-02,15m,11.0,0.8625,0.014492753623188406,,
CHF,2010-02,15m,12.0,0.8,0.03125,,
CHF,2010-02,15m,13.0,0.7875,0.047619047619047616,,
CHF,2010-02,15m,14.0,0.7625,0.0,,
CHF,2010-02,15m,15.0,0.7875,0.031746031746031744,,
CHF,2010-02,15m,16.0,0.8,0.046875,,
CHF,2010-02,15m,18.0,1.0,0.0,,
CHF,2010-02,15m,19.0,0.9625,0.012987012987012988,,
CHF,2010-02,15m,20.0,0.9625,0.0,,
CHF,2010-02,15m,21.0,1.0,0.0,,
CHF,2010-02,15m,22.0,1.0,0.0,,
CHF,2010-02,15m,23.0,1.0,0.0125,,
CHF,2010-02,1h,,0.9565217391304348,0.004545454545454545,460.0,440.0
CHF,2010-02,1h,0.0,1.0,0.0,,
CHF,2010-02,1h,1.0,1.0,0.0,,
CHF,2010-02,1h,2.0,1.0,0.0,,
CHF,2010-02,1h,3.0,1.0,0.0,,
CHF,2010-02,1h,4.0,1.0,0.0,,
CHF,2010-02,1h,5.0,1.0,0.0,,
CHF,2010-02,1h,6.0,1.0,0.0,,
CHF,2010-02,1h,7.0,1.0,0.0,,
CHF,2010-02,1h,8.0,1.0,0.0,,
CHF,2010-02,1h,9.0,1.0,0.0,,
CHF,2010-02,1h,10.0,1.0,0.0,,
CHF,2010-02,1h,11.0,1.0,0.0,,
CHF,2010-02,1h,12.0,0.85,0.0,,
CHF,2010-02,1h,13.0,0.8,0.0,,
CHF,2010-02,1h,14.0,0.8,0.0,,
CHF,2010-02,1h,15.0,0.8,0.0625,,
CHF,2010-02,1h,16.0,0.8,0.0,,
CHF,2010-02,1h,18.0,1.0,0.0,,
CHF,2010-02,1h,19.0,1.0,0.0,,
CHF,2010-02,1h,20.0,0.95,0.0,,
CHF,2010-02,1h,21.0,1.0,0.0,,
CHF,2010-02,1h,22.0,1.0,0.0,,
CHF,2010-02,1h,23.0,1.0,0.0,,
CHF,2010-08,1m,,0.9592861126603458,0.0743844049247606,30481.0,29240.0
CHF,2010-08,1m,0.0,1.0,0.037121212121212124,,
CHF,2010-08,1m,1.0,1.0,0.030303030303030304,,
CHF,2010-08,1m,2.0,1.0,0.03636363636363636,,
CHF,2010-08,1m,3.0,1.0,0.0446969696969697,,
CHF,2010-08,1m,4.0,1.0,0.037121212121212124,,
CHF,2010-08,1m,5.0,1.0,0.04090909090909091,,
CHF,2010-08,1m,6.0,1.0,0.030303030303030304,,
CHF,2010-08,1m,7.0,1.0,0.04242424242424243,,
CHF,2010-08,1m,8.0,1.0,0.06742424242424243,,
CHF,2010-08,1m,9.0,0.9992424242424243,0.09249431387414708,,
CHF,2010-08,1m,10.0,0.9992424242424243,0.07808946171341925,,
CHF,2010-08,1m,11.0,1.0,0.09015151515151515,,
CHF,2010-08,1m,12.0,0.8234848484848485,0.12235510579576817,,
CHF,2010-08,1m,13.0,0.7954545454545454,0.1295238095238095,,
CHF,2010-08,1m,14.0,0.8143939393939394,0.09674418604651162,,
CHF,2010-08,1m,15.0,0.8166666666666667,0.08905380333951762,,
CHF,2010-08,1m,16.0,0.8174242424242424,0.09082483781278962,,
CHF,2010-08,1m,18.0,0.9985507246376811,0.14078374455732948,,
CHF,2010-08,1m,19.0,0.9992753623188406,0.12980420594633793,,
CHF,2010-08,1m,20.0,0.9984859954579863,0.1197877179681577,,
CHF,2010-08,1m,21.0,0.9977272727272727,0.1070615034168565,,
CHF,2010-08,1m,22.0,1.0,0.03106060606060606,,
CHF,2010-08,1m,23.0,1.0,0.035606060606060606,,
CHF,2010-08,15m,,0.9636005902606984,0.009698825931597753,2033.0,1959.0
CHF,2010-08,15m,0.0,1.0,0.022727272727272728,,
CHF,2010-08,15m,1.0,1.0,0.0,,
CHF,2010-08,15m,2.0,1.0,0.011363636363636364,,
CHF,2010-08,15m,3.0,1.0,0.022727272727272728,,
CHF,2010-08,15m,4.0,1.0,0.0,,
CHF,2010-08,15m,5.0,1.0,0.0,,
CHF,2010-08,15m,6.0,1.0,0.0,,
CHF,2010-08,15m,7.0,1.0,0.0,,
CHF,2010-08,15m,8.0,1.0,0.0,,
CHF,2010-08,15m,9.0,1.0,0.0,,
CHF,2010-08,15m,10.0,1.0,0.0,,
CHF,2010-08,15m,11.0,1.0,0.0,,
CHF,2010-08,15m,12.0,0.8863636363636364,0.02564102564102564,,
CHF,2010-08,15m,13.0,0.8181818181818182,0.013888888888888888,,
CHF,2010-08,15m,14.0,0.8181818181818182,0.013888888888888888,,
CHF,2010-08,15m,15.0,0.8181818181818182,0.013888888888888888,,
CHF,2010-08,15m,16.0,0.8181818181818182,0.0,,
CHF,2010-08,15m,18.0,1.0,0.0,,
CHF,2010-08,15m,19.0,1.0,0.010869565217391304,,
CHF,2010-08,15m,20.0,1.0,0.011235955056179775,,
CHF,2010-08,15m,21.0,1.0,0.022727272727272728,,
CHF,2010-08,15m,22.0,1.0,0.0,,
CHF,2010-08,15m,23.0,1.0,0.0,,
CHF,2010-08,1h,,0.9724950884086444,0.006060606060606061,509.0,495.0
CHF,2010-08,1h,0.0,1.0,0.0,,
CHF,2010-08,1h,1.0,1.0,0.0,,
CHF,2010-08,1h,2.0,1.0,0.0,,
CHF,2010-08,1h,3.0,1.0,0.0,,
CHF,2010-08,1h,4.0,1.0,0.0,,
CHF,2010-08,1h,5.0,1.0,0.0,,
CHF,2010-08,1h,6.0,1.0,0.0,,
CHF,2010-08,1h,7.0,1.0,0.0,,
CHF,2010-08,1h,8.0,1.0,0.0,,
CHF,2010-08,1h,9.0,1.0,0.0,,
CHF,2010-08,1h,10.0,1.0,0.0,,
CHF,2010-08,1h,11.0,1.0,0.0,,
CHF,2010-08,1h,12.0,1.0,0.0,,
CHF,2010-08,1h,13.0,0.9090909090909091,0.0,,
CHF,2010-08,1h,14.0,0.8181818181818182,0.0,,
CHF,2010-08,1h,15.0,0.8181818181818182,0.0,,
CHF,2010-08,1h,16.0,0.8181818181818182,0.0,,
CHF,2010-08,1h,18.0,1.0,0.0,,
CHF,2010-08,1h,19.0,1.0,0.0,,
CHF,2010-08,1h,20.0,1.0,0.0,,
CHF,2010-08,1h,21.0,1.0,0.0,,
CHF,2010-08,1h,22.0,1.0,0.0,,
CHF,2010-08,1h,23.0,1.0,0.0,,
CHF,2015-02,1m,,0.9446014492753623,0.08173832994514978,27600.0,26071.0
CHF,2015-02,1m,0.0,0.9975,0.040100250626566414,,
CHF,2015-02,1m,1.0,0.9991666666666666,0.05587989991659716,,
CHF,2015-02,1m,2.0,0.9941666666666666,0.053646269907795474,,
CHF,2015-02,1m,3.0,0.9975,0.030910609857978277,,
CHF,2015-02,1m,4.0,0.9975,0.036758563074352546,,
CHF,2015-02,1m,5.0,0.9966666666666667,0.03177257525083612,,
CHF,2015-02,1m,6.0,0.9983333333333333,0.045909849749582635,,
CHF,2015-02,1m,7.0,0.98,0.06887755102040816,,
CHF,2015-02,1m,8.0,0.9758333333333333,0.07429547395388557,,
CHF,2015-02,1m,9.0,0.9866666666666667,0.08614864864864864,,
CHF,2015-02,1m,10.0,0.9975,0.06098579782790309,,
CHF,2015-02,1m,11.0,0.9891666666666666,0.08930075821398484,,
CHF,2015-02,1m,12.0,0.7533333333333333,0.13716814159292035,,
CHF,2015-02,1m,13.0,0.7875,0.13968253968253969,,
CHF,2015-02,1m,14.0,0.7908333333333334,0.15384615384615385,,
CHF,2015-02,1m,15.0,0.7916666666666666,0.13157894736842105,,
CHF,2015-02,1m,16.0,0.7975,0.11703239289446186,,
CHF,2015-02,1m,18.0,0.9891666666666666,0.14995787700084245,,
CHF,2015-02,1m,19.0,0.9741666666666666,0.1343028229255774,,
CHF,2015-02,1m,20.0,0.9466666666666667,0.15933098591549297,,
CHF,2015-02,1m,21.0,0.9891666666666666,0.05223251895534962,,
CHF,2015-02,1m,22.0,0.9983333333333333,0.034223706176961605,,
CHF,2015-02,1m,23.0,0.9975,0.05179615705931495,,
CHF,2015-02,15m,,0.9586956521739131,0.00963718820861678,1840.0,1764.0
CHF,2015-02,15m,0.0,1.0,0.0,,
CHF,2015-02,15m,1.0,1.0,0.0,,
CHF,2015-02,15m,2.0,1.0,0.0,,
CHF,2015-02,15m,3.0,1.0,0.0,,
CHF,2015-02,15m,4.0,1.0,0.0125,,
CHF,2015-02,15m,5.0,1.0,0.0,,
CHF,2015-02,15m,6.0,1.0,0.0125,,
CHF,2015-02,15m,7.0,1.0,0.0,,
CHF,2015-02,15m,8.0,1.0,0.0,,
CHF,2015-02,15m,9.0,1.0,0.0,,
CHF,2015-02,15m,10.0,1.0,0.0125,,
CHF,2015-02,15m,11.0,1.0,0.0,,
CHF,2015-02,15m,12.0,0.85,0.029411764705882353,,
CHF,2015-02,15m,13.0,0.8,0.0,,
CHF,2015-02,15m,14.0,0.8,0.03125,,
CHF,2015-02,15m,15.0,0.8,0.015625,,
CHF,2015-02,15m,16.0,0.8,0.015625,,
CHF,2015-02,15m,18.0,1.0,0.025,,
CHF,2015-02,15m,19.0,1.0,0.0,,
CHF,2015-02,15m,20.0,1.0,0.0125,,
CHF,2015-02,15m,21.0,1.0,0.0125,,
CHF,2015-02,15m,22.0,1.0,0.0125,,
CHF,2015-02,15m,23.0,1.0,0.0125,,
CHF,2015-02,1h,,0.9652173913043478,0.0045045045045045045,460.0,444.0
CHF,2015-02,1h,0.0,1.0,0.0,,
CHF,2015-02,1h,1.0,1.0,0.0,,
CHF,2015-02,1h,2.0,1.0,0.0,,
CHF,2015-02,1h,3.0,1.0,0.0,,
CHF,2015-02,1h,4.0,1.0,0.0,,
CHF,2015-02,1h,5.0,1.0,0.0,,
CHF,2015-02,1h,6.0,1.0,0.0,,
CHF,2015-02,1h,7.0,1.0,0.0,,
CHF,2015-02,1h,8.0,1.0,0.0,,
CHF,2015-02,1h,9.0,1.0,0.0,,
CHF,2015-02,1h,10.0,1.0,0.0,,
CHF,2015-02,1h,11.0,1.0,0.0,,
CHF,2015-02,1h,12.0,1.0,0.0,,
CHF,2015-02,1h,13.0,0.8,0.0,,
CHF,2015-02,1h,14.0,0.8,0.0,,
CHF,2015-02,1h,15.0,0.8,0.0,,
CHF,2015-02,1h,16.0,0.8,0.0,,
CHF,2015-02,1h,18.0,1.0,0.0,,
CHF,2015-02,1h,19.0,1.0,0.0,,
CHF,2015-02,1h,20.0,1.0,0.0,,
CHF,2015-02,1h,21.0,1.0,0.05,,
CHF,2015-02,1h,22.0,1.0,0.0,,
CHF,2015-02,1h,23.0,1.0,0.0,,
CHF,2015-08,1m,,0.9597264698807602,0.07533388234451645,29101.0,27929.0
CHF,2015-08,1m,0.0,1.0,0.03571428571428571,,
CHF,2015-08,1m,1.0,1.0,0.03492063492063492,,
CHF,2015-08,1m,2.0,1.0,0.044444444444444446,,
CHF,2015-08,1m,3.0,1.0,0.046825396825396826,,
CHF,2015-08,1m,4.0,1.0,0.020634920634920634,,
CHF,2015-08,1m,5.0,1.0,0.023015873015873017,,
CHF,2015-08,1m,6.0,1.0,0.01507936507936508,,
CHF,2015-08,1m,7.0,1.0,0.02857142857142857,,
CHF,2015-08,1m,8.0,1.0,0.0380952380952381,,
CHF,2015-08,1m,9.0,1.0,0.04365079365079365,,
CHF,2015-08,1m,10.0,0.9992063492063492,0.04447974583002383,,
CHF,2015-08,1m,11.0,0.9992063492063492,0.051628276409849086,,
CHF,2015-08,1m,12.0,0.9976190476190476,0.1026252983293556,,
CHF,2015-08,1m,13.0,0.746031746031746,0.23191489361702128,,
CHF,2015-08,1m,14.0,0.7801587301587302,0.18819938962360122,,
CHF,2015-08,1m,15.0,0.7801587301587302,0.1943031536113937,,
CHF,2015-08,1m,16.0,0.803968253968254,0.1125370187561698,,
CHF,2015-08,1m,18.0,0.9939393939393939,0.1013719512195122,,
CHF,2015-08,1m,19.0,0.9931818181818182,0.14263920671243327,,
CHF,2015-08,1m,20.0,0.9849325931800159,0.15136876006441224,,
CHF,2015-08,1m,21.0,0.9920634920634921,0.1112,,
CHF,2015-08,1m,22.0,1.0,0.034126984126984124,,
CHF,2015-08,1m,23.0,1.0,0.01904761904761905,,
CHF,2015-08,15m,,0.9690880989180835,0.008506113769271665,1941.0,1881.0
CHF,2015-08,15m,0.0,1.0,0.0,,
CHF,2015-08,15m,1.0,1.0,0.0,,
CHF,2015-08,15m,2.0,1.0,0.0,,
CHF,2015-08,15m,3.0,1.0,0.011904761904761904,,
CHF,2015-08,15m,4.0,1.0,0.0,,
CHF,2015-08,15m,5.0,1.0,0.011904761904761904,,
CHF,2015-08,15m,6.0,1.0,0.0,,
CHF,2015-08,15m,7.0,1.0,0.0,,
CHF,2015-08,15m,8.0,1.0,0.0,,
CHF,2015-08,15m,9.0,1.0,0.011904761904761904,,
CHF,2015-08,15m,10.0,1.0,0.011904761904761904,,
CHF,2015-08,15m,11.0,1.0,0.0,,
CHF,2015-08,15m,12.0,1.0,0.0,,
CHF,2015-08,15m,13.0,0.8571428571428571,0.013888888888888888,,
CHF,2015-08,15m,14.0,0.8095238095238095,0.014705882352941176,,
CHF,2015-08,15m,15.0,0.8095238095238095,0.014705882352941176,,
CHF,2015-08,15m,16.0,0.8095238095238095,0.0,,
CHF,2015-08,15m,18.0,1.0,0.011363636363636364,,
CHF,2015-08,15m,19.0,1.0,0.011363636363636364,,
CHF,2015-08,15m,20.0,1.0,0.011764705882352941,,
CHF,2015-08,15m,21.0,1.0,0.0,,
CHF,2015-08,15m,22.0,1.0,0.0,,
CHF,2015-08,15m,23.0,1.0,0.0,,
CHF,2015-08,1h,,0.9753086419753086,0.0,486.0,474.0
CHF,2015-08,1h,0.0,1.0,0.0,,
CHF,2015-08,1h,1.0,1.0,0.0,,
CHF,2015-08,1h,2.0,1.0,0.0,,
CHF,2015-08,1h,3.0,1.0,0.0,,
CHF,2015-08,1h,4.0,1.0,0.0,,
CHF,2015-08,1h,5.0,1.0,0.0,,
CHF,2015-08,1h,6.0,1.0,0.0,,
CHF,2015-08,1h,7.0,1.0,0.0,,
CHF,2015-08,1h,8.0,1.0,0.0,,
CHF,2015-08,1h,9.0,1.0,0.0,,
CHF,2015-08,1h,10.0,1.0,0.0,,
CHF,2015-08,1h,11.0,1.0,0.0,,
CHF,2015-08,1h,12.0,1.0,0.0,,
CHF,2015-08,1h,13.0,1.0,0.0,,
CHF,2015-08,1h,14.0,0.8095238095238095,0.0,,
CHF,2015-08,1h,15.0,0.8095238095238095,0.0,,
CHF,2015-08,1h,16.0,0.8095238095238095,0.0,,
CHF,2015-08,1h,18.0,1.0,0.0,,
CHF,2015-08,1h,19.0,1.0,0.0,,
CHF,2015-08,1h,20.0,1.0,0.0,,
CHF,2015-08,1h,21.0,1.0,0.0,,
CHF,2015-08,1h,22.0,1.0,0.0,,
CHF,2015-08,1h,23.0,1.0,0.0,,
CHF,2020-02,1m,,0.9515942028985507,0.11433901918976545,27600.0,26264.0
CHF,2020-02,1m,0.0,1.0,0.060833333333333336,,
CHF,2020-02,1m,1.0,1.0,0.075,,
CHF,2020-02,1m,2.0,1.0,0.07666666666666666,,
CHF,2020-02,1m,3.0,1.0,0.06916666666666667,,
CHF,2020-02,1m,4.0,1.0,0.03833333333333333,,
CHF,2020-02,1m,5.0,1.0,0.03833333333333333,,
CHF,2020-02,1m,6.0,1.0,0.055,,
CHF,2020-02,1m,7.0,0.9991666666666666,0.07756463719766472,,
CHF,2020-02,1m,8.0,0.9975,0.0910609857978279,,
CHF,2020-02,1m,9.0,0.9975,0.12113617376775271,,
CHF,2020-02,1m,10.0,0.9983333333333333,0.12687813021702837,,
CHF,2020-02,1m,11.0,0.995,0.18174204355108878,,
CHF,2020-02,1m,12.0,0.7208333333333333,0.223121387283237,,
CHF,2020-02,1m,13.0,0.7858333333333334,0.2417815482502651,,
CHF,2020-02,1m,14.0,0.8,0.1625,,
CHF,2020-02,1m,15.0,0.8,0.14791666666666667,,
CHF,2020-02,1m,16.0,0.8,0.159375,,
CHF,2020-02,1m,18.0,0.995,0.21608040201005024,,
CHF,2020-02,1m,19.0,0.9983333333333333,0.2028380634390651,,
CHF,2020-02,1m,20.0,0.9991666666666666,0.13928273561301086,,
CHF,2020-02,1m,21.0,1.0,0.08083333333333333,,
CHF,2020-02,1m,22.0,1.0,0.049166666666666664,,
CHF,2020-02,1m,23.0,1.0,0.0625,,
CHF,2020-02,15m,,0.9586956521739131,0.01870748299319728,1840.0,1764.0
CHF,2020-02,15m,0.0,1.0,0.0,,
CHF,2020-02,15m,1.0,1.0,0.0125,,
CHF,2020-02,15m,2.0,1.0,0.0125,,
CHF,2020-02,15m,3.0,1.0,0.0,,
CHF,2020-02,15m,4.0,1.0,0.0,,
CHF,2020-02,15m,5.0,1.0,0.0,,
CHF,2020-02,15m,6.0,1.0,0.0,,
CHF,2020-02,15m,7.0,1.0,0.0125,,
CHF,2020-02,15m,8.0,1.0,0.0125,,
CHF,2020-02,15m,9.0,1.0,0.0125,,
CHF,2020-02,15m,10.0,1.0,0.0375,,
CHF,2020-02,15m,11.0,1.0,0.0125,,
CHF,2020-02,15m,12.0,0.85,0.014705882352941176,,
CHF,2020-02,15m,13.0,0.8,0.015625,,
CHF,2020-02,15m,14.0,0.8,0.0625,,
CHF,2020-02,15m,15.0,0.8,0.0,,
CHF,2020-02,15m,16.0,0.8,0.03125,,
CHF,2020-02,15m,18.0,1.0,0.05,,
CHF,2020-02,15m,19.0,1.0,0.025,,
CHF,2020-02,15m,20.0,1.0,0.0,,
CHF,2020-02,15m,21.0,1.0,0.0,,
CHF,2020-02,15m,22.0,1.0,0.0125,,
CHF,2020-02,15m,23.0,1.0,0.0,,
CHF,2020-02,1h,,0.9652173913043478,0.0045045045045045045,460.0,444.0
CHF,2020-02,1h,0.0,1.0,0.0,,
CHF,2020-02,1h,1.0,1.0,0.0,,
CHF,2020-02,1h,2.0,1.0,0.0,,
CHF,2020-02,1h,3.0,1.0,0.0,,
CHF,2020-02,1h,4.0,1.0,0.0,,
CHF,2020-02,1h,5.0,1.0,0.0,,
CHF,2020-02,1h,6.0,1.0,0.0,,
CHF,2020-02,1h,7.0,1.0,0.0,,
CHF,2020-02,1h,8.0,1.0,0.0,,
CHF,2020-02,1h,9.0,1.0,0.0,,
CHF,2020-02,1h,10.0,1.0,0.0,,
CHF,2020-02,1h,11.0,1.0,0.0,,
CHF,2020-02,1h,12.0,1.0,0.0,,
CHF,2020-02,1h,13.0,0.8,0.0,,
CHF,2020-02,1h,14.0,0.8,0.0,,
CHF,2020-02,1h,15.0,0.8,0.0,,
CHF,2020-02,1h,16.0,0.8,0.0,,
CHF,2020-02,1h,18.0,1.0,0.0,,
CHF,2020-02,1h,19.0,1.0,0.0,,
CHF,2020-02,1h,20.0,1.0,0.0,,
CHF,2020-02,1h,21.0,1.0,0.0,,
CHF,2020-02,1h,22.0,1.0,0.0,,
CHF,2020-02,1h,23.0,1.0,0.0,,
CHF,2020-08,1m,,0.9574928696608364,0.09169537754809072,29101.0,27864.0
CHF,2020-08,1m,0.0,1.0,0.026984126984126985,,
CHF,2020-08,1m,1.0,1.0,0.03650793650793651,,
CHF,2020-08,1m,2.0,1.0,0.04126984126984127,,
CHF,2020-08,1m,3.0,1.0,0.0380952380952381,,
CHF,2020-08,1m,4.0,1.0,0.04285714285714286,,
CHF,2020-08,1m,5.0,1.0,0.03650793650793651,,
CHF,2020-08,1m,6.0,1.0,0.031746031746031744,,
CHF,2020-08,1m,7.0,1.0,0.047619047619047616,,
CHF,2020-08,1m,8.0,1.0,0.05793650793650794,,
CHF,2020-08,1m,9.0,1.0,0.0880952380952381,,
CHF,2020-08,1m,10.0,1.0,0.07698412698412699,,
CHF,2020-08,1m,11.0,0.9984126984126984,0.09379968203497616,,
CHF,2020-08,1m,12.0,0.9793650793650793,0.16450567260940033,,
CHF,2020-08,1m,13.0,0.6611111111111111,0.2617046818727491,,
CHF,2020-08,1m,14.0,0.7761904761904762,0.27300613496932513,,
CHF,2020-08,1m,15.0,0.8047619047619048,0.1883629191321499,,
CHF,2020-08,1m,16.0,0.8095238095238095,0.08529411764705883,,
CHF,2020-08,1m,18.0,0.9946969696969697,0.1051028179741051,,
CHF,2020-08,1m,19.0,0.9984848484848485,0.13657056145675264,,
CHF,2020-08,1m,20.0,0.9984139571768438,0.16044479745830023,,
CHF,2020-08,1m,21.0,0.9976190476190476,0.12569610182975338,,
CHF,2020-08,1m,22.0,1.0,0.050793650793650794,,
CHF,2020-08,1m,23.0,1.0,0.0380952380952381,,
CHF,2020-08,15m,,0.9685729005667182,0.014893617021276596,1941.0,1880.0
CHF,2020-08,15m,0.0,1.0,0.0,,
CHF,2020-08,15m,1.0,1.0,0.0,,
CHF,2020-08,15m,2.0,1.0,0.011904761904761904,,
CHF,2020-08,15m,3.0,1.0,0.011904761904761904,,
CHF,2020-08,15m,4.0,1.0,0.011904761904761904,,
CHF,2020-08,15m,5.0,1.0,0.011904761904761904,,
CHF,2020-08,15m,6.0,1.0,0.0,,
CHF,2020-08,15m,7.0,1.0,0.011904761904761904,,
CHF,2020-08,15m,8.0,1.0,0.011904761904761904,,
CHF,2020-08,15m,9.0,1.0,0.0,,
CHF,2020-08,15m,10.0,1.0,0.023809523809523808,,
CHF,2020-08,15m,11.0,1.0,0.023809523809523808,,
