ccy,month,freq,hour_ny,coverage,stale,n_expected,n_present
ZAR,2010-08,1h,11.0,1.0,0.0,,
ZAR,2010-08,1h,12.0,1.0,0.0,,
ZAR,2010-08,1h,13.0,0.8636363636363636,0.0,,
ZAR,2010-08,1h,14.0,0.8181818181818182,0.0,,
ZAR,2010-08,1h,15.0,0.7727272727272727,0.0,,
ZAR,2010-08,1h,16.0,0.8181818181818182,0.05555555555555555,,
ZAR,2010-08,1h,18.0,1.0,0.0,,
ZAR,2010-08,1h,19.0,1.0,0.0,,
ZAR,2010-08,1h,20.0,1.0,0.0,,
ZAR,2010-08,1h,21.0,1.0,0.0,,
ZAR,2010-08,1h,22.0,1.0,0.0,,
ZAR,2010-08,1h,23.0,1.0,0.0,,
ZAR,2015-02,1m,,0.8602536231884058,0.1400833930000421,27600.0,23743.0
ZAR,2015-02,1m,0.0,0.9858333333333333,0.07861369399830938,,
ZAR,2015-02,1m,1.0,0.9808333333333333,0.06032285471537808,,
ZAR,2015-02,1m,2.0,0.9958333333333333,0.03933054393305439,,
ZAR,2015-02,1m,3.0,0.9991666666666666,0.03502919099249374,,
ZAR,2015-02,1m,4.0,0.9941666666666666,0.03352891869237217,,
ZAR,2015-02,1m,5.0,0.9966666666666667,0.034280936454849496,,
ZAR,2015-02,1m,6.0,0.9933333333333333,0.06543624161073826,,
ZAR,2015-02,1m,7.0,0.9283333333333333,0.09784560143626571,,
ZAR,2015-02,1m,8.0,0.8833333333333333,0.10754716981132076,,
ZAR,2015-02,1m,9.0,0.7791666666666667,0.17647058823529413,,
ZAR,2015-02,1m,10.0,0.8033333333333333,0.19294605809128632,,
ZAR,2015-02,1m,11.0,0.7675,0.22041259500542887,,
ZAR,2015-02,1m,12.0,0.39666666666666667,0.2668067226890756,,
ZAR,2015-02,1m,13.0,0.5408333333333334,0.31587057010785824,,
ZAR,2015-02,1m,14.0,0.7333333333333333,0.22954545454545455,,
ZAR,2015-02,1m,15.0,0.7233333333333334,0.2960829493087558,,
ZAR,2015-02,1m,16.0,0.71,0.34976525821596244,,
ZAR,2015-02,1m,18.0,0.8166666666666667,0.3357142857142857,,
ZAR,2015-02,1m,19.0,0.8608333333333333,0.26621490803484993,,
ZAR,2015-02,1m,20.0,0.9625,0.1670995670995671,,
ZAR,2015-02,1m,21.0,0.975,0.06837606837606838,,
ZAR,2015-02,1m,22.0,0.9691666666666666,0.05417024935511608,,
ZAR,2015-02,1m,23.0,0.99,0.05723905723905724,,
ZAR,2015-02,15m,,0.9532608695652174,0.019384264538198404,1840.0,1754.0
ZAR,2015-02,15m,0.0,1.0,0.0125,,
ZAR,2015-02,15m,1.0,1.0,0.0,,
ZAR,2015-02,15m,2.0,1.0,0.0,,
ZAR,2015-02,15m,3.0,1.0,0.0,,
ZAR,2015-02,15m,4.0,1.0,0.0,,
ZAR,2015-02,15m,5.0,1.0,0.0,,
ZAR,2015-02,15m,6.0,1.0,0.0,,
ZAR,2015-02,15m,7.0,1.0,0.0,,
ZAR,2015-02,15m,8.0,1.0,0.0,,
ZAR,2015-02,15m,9.0,1.0,0.0375,,
ZAR,2015-02,15m,10.0,1.0,0.0,,
ZAR,2015-02,15m,11.0,1.0,0.0,,
ZAR,2015-02,15m,12.0,0.825,0.045454545454545456,,
ZAR,2015-02,15m,13.0,0.7625,0.06557377049180328,,
ZAR,2015-02,15m,14.0,0.8,0.046875,,
ZAR,2015-02,15m,15.0,0.8,0.03125,,
ZAR,2015-02,15m,16.0,0.8,0.03125,,
ZAR,2015-02,15m,18.0,0.975,0.07692307692307693,,
ZAR,2015-02,15m,19.0,0.9625,0.06493506493506493,,
ZAR,2015-02,15m,20.0,1.0,0.0,,
ZAR,2015-02,15m,21.0,1.0,0.0,,
ZAR,2015-02,15m,22.0,1.0,0.0,,
ZAR,2015-02,15m,23.0,1.0,0.0,,
ZAR,2015-02,1h,,0.9652173913043478,0.006756756756756757,460.0,444.0
ZAR,2015-02,1h,0.0,1.0,0.0,,
ZAR,2015-02,1h,1.0,1.0,0.0,,
ZAR,2015-02,1h,2.0,1.0,0.0,,
ZAR,2015-02,1h,3.0,1.0,0.0,,
ZAR,2015-02,1h,4.0,1.0,0.0,,
ZAR,2015-02,1h,5.0,1.0,0.0,,
ZAR,2015-02,1h,6.0,1.0,0.0,,
ZAR,2015-02,1h,7.0,1.0,0.0,,
ZAR,2015-02,1h,8.0,1.0,0.0,,
ZAR,2015-02,1h,9.0,1.0,0.0,,
ZAR,2015-02,1h,10.0,1.0,0.0,,
ZAR,2015-02,1h,11.0,1.0,0.0,,
ZAR,2015-02,1h,12.0,1.0,0.0,,
ZAR,2015-02,1h,13.0,0.8,0.0,,
ZAR,2015-02,1h,14.0,0.8,0.0,,
ZAR,2015-02,1h,15.0,0.8,0.0,,
ZAR,2015-02,1h,16.0,0.8,0.0,,
ZAR,2015-02,1h,18.0,1.0,0.0,,
ZAR,2015-02,1h,19.0,1.0,0.0,,
ZAR,2015-02,1h,20.0,1.0,0.0,,
ZAR,2015-02,1h,21.0,1.0,0.0,,
ZAR,2015-02,1h,22.0,1.0,0.0,,
ZAR,2015-02,1h,23.0,1.0,0.0,,
ZAR,2015-08,1m,,0.9178722380674204,0.0941559657070121,29101.0,26711.0
ZAR,2015-08,1m,0.0,0.9976190476190476,0.02386634844868735,,
ZAR,2015-08,1m,1.0,0.996031746031746,0.020717131474103586,,
ZAR,2015-08,1m,2.0,0.9936507936507937,0.027156549520766772,,
ZAR,2015-08,1m,3.0,0.9936507936507937,0.019968051118210862,,
ZAR,2015-08,1m,4.0,0.9992063492063492,0.007942811755361398,,
ZAR,2015-08,1m,5.0,1.0,0.006349206349206349,,
ZAR,2015-08,1m,6.0,1.0,0.005555555555555556,,
ZAR,2015-08,1m,7.0,0.9984126984126984,0.010333863275039745,,
ZAR,2015-08,1m,8.0,0.9873015873015873,0.04501607717041801,,
ZAR,2015-08,1m,9.0,0.9825396825396825,0.05896607431340872,,
ZAR,2015-08,1m,10.0,0.9595238095238096,0.062034739454094295,,
ZAR,2015-08,1m,11.0,0.9492063492063492,0.057692307692307696,,
ZAR,2015-08,1m,12.0,0.8626984126984127,0.140754369825207,,
ZAR,2015-08,1m,13.0,0.4396825396825397,0.2870036101083033,,
ZAR,2015-08,1m,14.0,0.7031746031746032,0.3544018058690745,,
ZAR,2015-08,1m,15.0,0.7246031746031746,0.3154435925520263,,
ZAR,2015-08,1m,16.0,0.7238095238095238,0.2905701754385965,,
ZAR,2015-08,1m,18.0,0.9613636363636363,0.16548463356973994,,
ZAR,2015-08,1m,19.0,0.9136363636363637,0.19817578772802655,,
ZAR,2015-08,1m,20.0,0.9627279936558287,0.17380560131795716,,
ZAR,2015-08,1m,21.0,0.9825396825396825,0.10016155088852989,,
ZAR,2015-08,1m,22.0,0.9825396825396825,0.05735056542810985,,
ZAR,2015-08,1m,23.0,0.9952380952380953,0.02073365231259968,,
ZAR,2015-08,15m,,0.9654817104585265,0.0144076840981857,1941.0,1874.0
ZAR,2015-08,15m,0.0,1.0,0.0,,
ZAR,2015-08,15m,1.0,1.0,0.0,,
ZAR,2015-08,15m,2.0,1.0,0.0,,
ZAR,2015-08,15m,3.0,1.0,0.0,,
ZAR,2015-08,15m,4.0,1.0,0.0,,
ZAR,2015-08,15m,5.0,1.0,0.0,,
ZAR,2015-08,15m,6.0,1.0,0.0,,
ZAR,2015-08,15m,7.0,1.0,0.0,,
ZAR,2015-08,15m,8.0,1.0,0.0,,
ZAR,2015-08,15m,9.0,1.0,0.0,,
ZAR,2015-08,15m,10.0,1.0,0.0,,
ZAR,2015-08,15m,11.0,1.0,0.0,,
ZAR,2015-08,15m,12.0,1.0,0.0,,
ZAR,2015-08,15m,13.0,0.8333333333333334,0.1,,
ZAR,2015-08,15m,14.0,0.7738095238095238,0.09230769230769231,,
ZAR,2015-08,15m,15.0,0.7976190476190477,0.05970149253731343,,
ZAR,2015-08,15m,16.0,0.8095238095238095,0.014705882352941176,,
ZAR,2015-08,15m,18.0,1.0,0.0,,
ZAR,2015-08,15m,19.0,1.0,0.011363636363636364,,
ZAR,2015-08,15m,20.0,0.9882352941176471,0.011904761904761904,,
ZAR,2015-08,15m,21.0,1.0,0.0,,
ZAR,2015-08,15m,22.0,1.0,0.0,,
ZAR,2015-08,15m,23.0,1.0,0.0,,
ZAR,2015-08,1h,,0.9753086419753086,0.004219409282700422,486.0,474.0
ZAR,2015-08,1h,0.0,1.0,0.0,,
ZAR,2015-08,1h,1.0,1.0,0.0,,
ZAR,2015-08,1h,2.0,1.0,0.0,,
ZAR,2015-08,1h,3.0,1.0,0.0,,
ZAR,2015-08,1h,4.0,1.0,0.0,,
ZAR,2015-08,1h,5.0,1.0,0.0,,
ZAR,2015-08,1h,6.0,1.0,0.0,,
ZAR,2015-08,1h,7.0,1.0,0.0,,
ZAR,2015-08,1h,8.0,1.0,0.0,,
ZAR,2015-08,1h,9.0,1.0,0.0,,
ZAR,2015-08,1h,10.0,1.0,0.0,,
ZAR,2015-08,1h,11.0,1.0,0.0,,
ZAR,2015-08,1h,12.0,1.0,0.0,,
ZAR,2015-08,1h,13.0,1.0,0.0,,
ZAR,2015-08,1h,14.0,0.8095238095238095,0.0,,
ZAR,2015-08,1h,15.0,0.8095238095238095,0.0,,
ZAR,2015-08,1h,16.0,0.8095238095238095,0.0,,
ZAR,2015-08,1h,18.0,1.0,0.0,,
ZAR,2015-08,1h,19.0,1.0,0.0,,
ZAR,2015-08,1h,20.0,1.0,0.0,,
ZAR,2015-08,1h,21.0,1.0,0.0,,
ZAR,2015-08,1h,22.0,1.0,0.0,,
ZAR,2015-08,1h,23.0,1.0,0.0,,
ZAR,2020-02,1m,,0.9315579710144928,0.07222589553109564,27600.0,25711.0
ZAR,2020-02,1m,0.0,1.0,0.021666666666666667,,
ZAR,2020-02,1m,1.0,0.9983333333333333,0.01335559265442404,,
ZAR,2020-02,1m,2.0,1.0,0.0175,,
ZAR,2020-02,1m,3.0,1.0,0.015,,
ZAR,2020-02,1m,4.0,1.0,0.008333333333333333,,
ZAR,2020-02,1m,5.0,1.0,0.011666666666666667,,
ZAR,2020-02,1m,6.0,1.0,0.025833333333333333,,
ZAR,2020-02,1m,7.0,0.9991666666666666,0.07089241034195162,,
ZAR,2020-02,1m,8.0,0.99,0.10185185185185185,,
ZAR,2020-02,1m,9.0,0.9941666666666666,0.09555741827326068,,
ZAR,2020-02,1m,10.0,0.9808333333333333,0.09175870858113849,,
ZAR,2020-02,1m,11.0,0.9583333333333334,0.12347826086956522,,
ZAR,2020-02,1m,12.0,0.5683333333333334,0.2565982404692082,,
ZAR,2020-02,1m,13.0,0.6825,0.21367521367521367,,
ZAR,2020-02,1m,14.0,0.7458333333333333,0.15195530726256984,,
ZAR,2020-02,1m,15.0,0.7916666666666666,0.08315789473684211,,
ZAR,2020-02,1m,16.0,0.7941666666666667,0.10598111227701994,,
ZAR,2020-02,1m,18.0,0.9425,0.16622458001768348,,
ZAR,2020-02,1m,19.0,0.9858333333333333,0.13102282333051563,,
ZAR,2020-02,1m,20.0,0.995,0.07956448911222781,,
ZAR,2020-02,1m,21.0,0.9991666666666666,0.015012510425354461,,
ZAR,2020-02,1m,22.0,1.0,0.005833333333333334,,
ZAR,2020-02,1m,23.0,1.0,0.011666666666666667,,
ZAR,2020-02,15m,,0.9586956521739131,0.011904761904761904,1840.0,1764.0
ZAR,2020-02,15m,0.0,1.0,0.0,,
ZAR,2020-02,15m,1.0,1.0,0.0,,
ZAR,2020-02,15m,2.0,1.0,0.0,,
ZAR,2020-02,15m,3.0,1.0,0.0,,
ZAR,2020-02,15m,4.0,1.0,0.0,,
ZAR,2020-02,15m,5.0,1.0,0.0,,
ZAR,2020-02,15m,6.0,1.0,0.0,,
ZAR,2020-02,15m,7.0,1.0,0.0,,
ZAR,2020-02,15m,8.0,1.0,0.0125,,
ZAR,2020-02,15m,9.0,1.0,0.0,,
ZAR,2020-02,15m,10.0,1.0,0.0375,,
ZAR,2020-02,15m,11.0,1.0,0.0,,
ZAR,2020-02,15m,12.0,0.85,0.014705882352941176,,
ZAR,2020-02,15m,13.0,0.8,0.03125,,
ZAR,2020-02,15m,14.0,0.8,0.0,,
ZAR,2020-02,15m,15.0,0.8,0.015625,,
ZAR,2020-02,15m,16.0,0.8,0.0,,
ZAR,2020-02,15m,18.0,1.0,0.0375,,
ZAR,2020-02,15m,19.0,1.0,0.0,,
ZAR,2020-02,15m,20.0,1.0,0.025,,
ZAR,2020-02,15m,21.0,1.0,0.0,,
ZAR,2020-02,15m,22.0,1.0,0.025,,
ZAR,2020-02,15m,23.0,1.0,0.0125,,
ZAR,2020-02,1h,,0.9652173913043478,0.0022522522522522522,460.0,444.0
ZAR,2020-02,1h,0.0,1.0,0.0,,
ZAR,2020-02,1h,1.0,1.0,0.0,,
ZAR,2020-02,1h,2.0,1.0,0.0,,
ZAR,2020-02,1h,3.0,1.0,0.0,,
ZAR,2020-02,1h,4.0,1.0,0.0,,
ZAR,2020-02,1h,5.0,1.0,0.0,,
ZAR,2020-02,1h,6.0,1.0,0.0,,
ZAR,2020-02,1h,7.0,1.0,0.0,,
ZAR,2020-02,1h,8.0,1.0,0.0,,
ZAR,2020-02,1h,9.0,1.0,0.0,,
ZAR,2020-02,1h,10.0,1.0,0.0,,
ZAR,2020-02,1h,11.0,1.0,0.0,,
ZAR,2020-02,1h,12.0,1.0,0.0,,
ZAR,2020-02,1h,13.0,0.8,0.0,,
ZAR,2020-02,1h,14.0,0.8,0.0,,
ZAR,2020-02,1h,15.0,0.8,0.0,,
ZAR,2020-02,1h,16.0,0.8,0.0,,
ZAR,2020-02,1h,18.0,1.0,0.0,,
ZAR,2020-02,1h,19.0,1.0,0.0,,
ZAR,2020-02,1h,20.0,1.0,0.0,,
ZAR,2020-02,1h,21.0,1.0,0.0,,
ZAR,2020-02,1h,22.0,1.0,0.0,,
ZAR,2020-02,1h,23.0,1.0,0.0,,
ZAR,2025-02,1m,,0.9958695652173913,0.001709961434912319,27600.0,27486.0
ZAR,2025-02,1m,0.0,0.9983333333333333,0.001669449081803005,,
ZAR,2025-02,1m,1.0,0.9941666666666666,0.003352891869237217,,
ZAR,2025-02,1m,2.0,0.9991666666666666,0.0008340283569641367,,
ZAR,2025-02,1m,3.0,0.9983333333333333,0.001669449081803005,,
ZAR,2025-02,1m,4.0,0.9975,0.001670843776106934,,
ZAR,2025-02,1m,5.0,0.9983333333333333,0.001669449081803005,,
ZAR,2025-02,1m,6.0,1.0,0.0025,,
ZAR,2025-02,1m,7.0,0.9983333333333333,0.0008347245409015025,,
ZAR,2025-02,1m,8.0,0.9975,0.002506265664160401,,
ZAR,2025-02,1m,9.0,0.9958333333333333,0.0033472803347280333,,
ZAR,2025-02,1m,10.0,0.9925,0.0,,
ZAR,2025-02,1m,11.0,0.995,0.0041876046901172526,,
ZAR,2025-02,1m,12.0,0.9833333333333333,0.001694915254237288,,
ZAR,2025-02,1m,13.0,0.9883333333333333,0.0016863406408094434,,
ZAR,2025-02,1m,14.0,0.9958333333333333,0.0008368200836820083,,
ZAR,2025-02,1m,15.0,0.9908333333333333,0.001682085786375105,,
ZAR,2025-02,1m,16.0,0.9941666666666666,0.003352891869237217,,
ZAR,2025-02,1m,18.0,1.0,0.0008333333333333334,,
ZAR,2025-02,1m,19.0,0.9983333333333333,0.001669449081803005,,
ZAR,2025-02,1m,20.0,0.9975,0.001670843776106934,,
ZAR,2025-02,1m,21.0,0.9975,0.0,,
ZAR,2025-02,1m,22.0,0.9975,0.0,,
ZAR,2025-02,1m,23.0,0.9966666666666667,0.0016722408026755853,,
ZAR,2025-02,15m,,1.0,0.0,1840.0,1840.0
ZAR,2025-02,15m,0.0,1.0,0.0,,
ZAR,2025-02,15m,1.0,1.0,0.0,,
ZAR,2025-02,15m,2.0,1.0,0.0,,
ZAR,2025-02,15m,3.0,1.0,0.0,,
ZAR,2025-02,15m,4.0,1.0,0.0,,
ZAR,2025-02,15m,5.0,1.0,0.0,,
ZAR,2025-02,15m,6.0,1.0,0.0,,
ZAR,2025-02,15m,7.0,1.0,0.0,,
ZAR,2025-02,15m,8.0,1.0,0.0,,
ZAR,2025-02,15m,9.0,1.0,0.0,,
ZAR,2025-02,15m,10.0,1.0,0.0,,
ZAR,2025-02,15m,11.0,1.0,0.0,,
ZAR,2025-02,15m,12.0,1.0,0.0,,
ZAR,2025-02,15m,13.0,1.0,0.0,,
ZAR,2025-02,15m,14.0,1.0,0.0,,
ZAR,2025-02,15m,15.0,1.0,0.0,,
ZAR,2025-02,15m,16.0,1.0,0.0,,
ZAR,2025-02,15m,18.0,1.0,0.0,,
ZAR,2025-02,15m,19.0,1.0,0.0,,
ZAR,2025-02,15m,20.0,1.0,0.0,,
ZAR,2025-02,15m,21.0,1.0,0.0,,
ZAR,2025-02,15m,22.0,1.0,0.0,,
ZAR,2025-02,15m,23.0,1.0,0.0,,
ZAR,2025-02,1h,,1.0,0.0,460.0,460.0
ZAR,2025-02,1h,0.0,1.0,0.0,,
ZAR,2025-02,1h,1.0,1.0,0.0,,
ZAR,2025-02,1h,2.0,1.0,0.0,,
ZAR,2025-02,1h,3.0,1.0,0.0,,
ZAR,2025-02,1h,4.0,1.0,0.0,,
ZAR,2025-02,1h,5.0,1.0,0.0,,
ZAR,2025-02,1h,6.0,1.0,0.0,,
ZAR,2025-02,1h,7.0,1.0,0.0,,
ZAR,2025-02,1h,8.0,1.0,0.0,,
ZAR,2025-02,1h,9.0,1.0,0.0,,
ZAR,2025-02,1h,10.0,1.0,0.0,,
ZAR,2025-02,1h,11.0,1.0,0.0,,
ZAR,2025-02,1h,12.0,1.0,0.0,,
ZAR,2025-02,1h,13.0,1.0,0.0,,
ZAR,2025-02,1h,14.0,1.0,0.0,,
ZAR,2025-02,1h,15.0,1.0,0.0,,
ZAR,2025-02,1h,16.0,1.0,0.0,,
ZAR,2025-02,1h,18.0,1.0,0.0,,
ZAR,2025-02,1h,19.0,1.0,0.0,,
ZAR,2025-02,1h,20.0,1.0,0.0,,
ZAR,2025-02,1h,21.0,1.0,0.0,,
ZAR,2025-02,1h,22.0,1.0,0.0,,
ZAR,2025-02,1h,23.0,1.0,0.0,,
ZAR,2025-08,1m,,0.9973775017253278,0.0012800996401882093,28980.0,28904.0
ZAR,2025-08,1m,0.0,1.0,0.0007936507936507937,,
ZAR,2025-08,1m,1.0,1.0,0.0007936507936507937,,
ZAR,2025-08,1m,2.0,1.0,0.0,,
ZAR,2025-08,1m,3.0,1.0,0.0007936507936507937,,
ZAR,2025-08,1m,4.0,1.0,0.0015873015873015873,,
ZAR,2025-08,1m,5.0,1.0,0.0015873015873015873,,
ZAR,2025-08,1m,6.0,1.0,0.002380952380952381,,
ZAR,2025-08,1m,7.0,0.9992063492063492,0.0007942811755361397,,
ZAR,2025-08,1m,8.0,0.9984126984126984,0.000794912559618442,,
ZAR,2025-08,1m,9.0,0.9976190476190476,0.0007955449482895784,,
ZAR,2025-08,1m,10.0,0.9952380952380953,0.0007974481658692185,,
ZAR,2025-08,1m,11.0,0.9984126984126984,0.0,,
ZAR,2025-08,1m,12.0,0.9984126984126984,0.0023847376788553257,,
ZAR,2025-08,1m,13.0,0.9968253968253968,0.0023885350318471337,,
ZAR,2025-08,1m,14.0,1.0,0.0015873015873015873,,
ZAR,2025-08,1m,15.0,0.9976190476190476,0.003977724741447892,,
ZAR,2025-08,1m,16.0,0.9992063492063492,0.0,,
ZAR,2025-08,1m,18.0,0.9658730158730159,0.0008216926869350862,,
ZAR,2025-08,1m,19.0,0.9952380952380953,0.0007974481658692185,,
ZAR,2025-08,1m,20.0,0.9992063492063492,0.0023828435266084196,,
ZAR,2025-08,1m,21.0,1.0,0.0015873015873015873,,
ZAR,2025-08,1m,22.0,1.0,0.0015873015873015873,,
ZAR,2025-08,1m,23.0,0.9984126984126984,0.0,,
ZAR,2025-08,15m,,1.0,0.0015527950310559005,1932.0,1932.0
ZAR,2025-08,15m,0.0,1.0,0.0,,
ZAR,2025-08,15m,1.0,1.0,0.0,,
ZAR,2025-08,15m,2.0,1.0,0.0,,
ZAR,2025-08,15m,3.0,1.0,0.0,,
ZAR,2025-08,15m,4.0,1.0,0.0,,
ZAR,2025-08,15m,5.0,1.0,0.0,,
ZAR,2025-08,15m,6.0,1.0,0.0,,
ZAR,2025-08,15m,7.0,1.0,0.0,,
ZAR,2025-08,15m,8.0,1.0,0.0,,
ZAR,2025-08,15m,9.0,1.0,0.0,,
ZAR,2025-08,15m,10.0,1.0,0.0,,
ZAR,2025-08,15m,11.0,1.0,0.0,,
ZAR,2025-08,15m,12.0,1.0,0.0,,
ZAR,2025-08,15m,13.0,1.0,0.0,,
ZAR,2025-08,15m,14.0,1.0,0.0,,
ZAR,2025-08,15m,15.0,1.0,0.0,,
ZAR,2025-08,15m,16.0,1.0,0.0,,
ZAR,2025-08,15m,18.0,1.0,0.0,,
ZAR,2025-08,15m,19.0,1.0,0.0,,
ZAR,2025-08,15m,20.0,1.0,0.0,,
ZAR,2025-08,15m,21.0,1.0,0.0,,
ZAR,2025-08,15m,22.0,1.0,0.011904761904761904,,
ZAR,2025-08,15m,23.0,1.0,0.0,,
ZAR,2025-08,1h,,1.0,0.0,483.0,483.0
ZAR,2025-08,1h,0.0,1.0,0.0,,
ZAR,2025-08,1h,1.0,1.0,0.0,,
ZAR,2025-08,1h,2.0,1.0,0.0,,
ZAR,2025-08,1h,3.0,1.0,0.0,,
ZAR,2025-08,1h,4.0,1.0,0.0,,
ZAR,2025-08,1h,5.0,1.0,0.0,,
ZAR,2025-08,1h,6.0,1.0,0.0,,
ZAR,2025-08,1h,7.0,1.0,0.0,,
ZAR,2025-08,1h,8.0,1.0,0.0,,
ZAR,2025-08,1h,9.0,1.0,0.0,,
ZAR,2025-08,1h,10.0,1.0,0.0,,
ZAR,2025-08,1h,11.0,1.0,0.0,,
ZAR,2025-08,1h,12.0,1.0,0.0,,
ZAR,2025-08,1h,13.0,1.0,0.0,,
ZAR,2025-08,1h,14.0,1.0,0.0,,
ZAR,2025-08,1h,15.0,1.0,0.0,,
ZAR,2025-08,1h,16.0,1.0,0.0,,
ZAR,2025-08,1h,18.0,1.0,0.0,,
ZAR,2025-08,1h,19.0,1.0,0.0,,
ZAR,2025-08,1h,20.0,1.0,0.0,,
ZAR,2025-08,1h,21.0,1.0,0.0,,
ZAR,2025-08,1h,22.0,1.0,0.0,,
ZAR,2025-08,1h,23.0,1.0,0.0,,
PLN,2009-11,1m,,0.947040391171103,0.07679162273206559,29041.0,27503.0
PLN,2009-11,1m,0.0,1.0,0.06111111111111111,,
PLN,2009-11,1m,1.0,0.9992063492063492,0.07069102462271644,,
PLN,2009-11,1m,2.0,1.0,0.05634920634920635,,
PLN,2009-11,1m,3.0,1.0,0.05,,
PLN,2009-11,1m,4.0,1.0,0.047619047619047616,,
PLN,2009-11,1m,5.0,1.0,0.050793650793650794,,
PLN,2009-11,1m,6.0,1.0,0.05238095238095238,,
PLN,2009-11,1m,7.0,1.0,0.05793650793650794,,
PLN,2009-11,1m,8.0,0.996031746031746,0.08605577689243028,,
PLN,2009-11,1m,9.0,0.9928571428571429,0.09272581934452438,,
PLN,2009-11,1m,10.0,0.9857142857142858,0.11191626409017713,,
PLN,2009-11,1m,11.0,0.9682539682539683,0.11967213114754098,,
PLN,2009-11,1m,12.0,0.7396825396825397,0.1223175965665236,,
PLN,2009-11,1m,13.0,0.7666666666666667,0.14285714285714285,,
PLN,2009-11,1m,14.0,0.8055555555555556,0.07980295566502463,,
PLN,2009-11,1m,15.0,0.7976190476190477,0.05572139303482587,,
PLN,2009-11,1m,16.0,0.7952380952380952,0.09181636726546906,,
PLN,2009-11,1m,18.0,0.9659090909090909,0.09411764705882353,,
PLN,2009-11,1m,19.0,0.9738302934179223,0.0985342019543974,,
PLN,2009-11,1m,20.0,0.9944444444444445,0.07741420590582601,,
PLN,2009-11,1m,21.0,1.0,0.049206349206349205,,
PLN,2009-11,1m,22.0,1.0,0.0380952380952381,,
PLN,2009-11,1m,23.0,1.0,0.0626984126984127,,
PLN,2009-11,15m,,0.9607640681466185,0.018269747447608814,1937.0,1861.0
PLN,2009-11,15m,0.0,1.0,0.0,,
PLN,2009-11,15m,1.0,1.0,0.0,,
PLN,2009-11,15m,2.0,1.0,0.011904761904761904,,
PLN,2009-11,15m,3.0,1.0,0.0,,
PLN,2009-11,15m,4.0,1.0,0.011904761904761904,,
PLN,2009-11,15m,5.0,1.0,0.0,,
PLN,2009-11,15m,6.0,1.0,0.011904761904761904,,
PLN,2009-11,15m,7.0,1.0,0.03571428571428571,,
PLN,2009-11,15m,8.0,1.0,0.0,,
PLN,2009-11,15m,9.0,1.0,0.011904761904761904,,
PLN,2009-11,15m,10.0,1.0,0.011904761904761904,,
PLN,2009-11,15m,11.0,1.0,0.03571428571428571,,
PLN,2009-11,15m,12.0,0.8571428571428571,0.05555555555555555,,
PLN,2009-11,15m,13.0,0.8095238095238095,0.014705882352941176,,
PLN,2009-11,15m,14.0,0.8095238095238095,0.0,,
PLN,2009-11,15m,15.0,0.8095238095238095,0.029411764705882353,,
PLN,2009-11,15m,16.0,0.8095238095238095,0.029411764705882353,,
PLN,2009-11,15m,18.0,1.0,0.022727272727272728,,
PLN,2009-11,15m,19.0,1.0,0.023529411764705882,,
PLN,2009-11,15m,20.0,1.0,0.011904761904761904,,
PLN,2009-11,15m,21.0,1.0,0.0,,
PLN,2009-11,15m,22.0,1.0,0.0,,
PLN,2009-11,15m,23.0,1.0,0.0,,
PLN,2009-11,1h,,0.9670103092783505,0.0021321961620469083,485.0,469.0
PLN,2009-11,1h,0.0,1.0,0.0,,
PLN,2009-11,1h,1.0,1.0,0.0,,
PLN,2009-11,1h,2.0,1.0,0.0,,
PLN,2009-11,1h,3.0,1.0,0.0,,
PLN,2009-11,1h,4.0,1.0,0.0,,
PLN,2009-11,1h,5.0,1.0,0.0,,
PLN,2009-11,1h,6.0,1.0,0.0,,
PLN,2009-11,1h,7.0,1.0,0.0,,
PLN,2009-11,1h,8.0,1.0,0.0,,
PLN,2009-11,1h,9.0,1.0,0.0,,
PLN,2009-11,1h,10.0,1.0,0.0,,
PLN,2009-11,1h,11.0,1.0,0.0,,
PLN,2009-11,1h,12.0,1.0,0.0,,
PLN,2009-11,1h,13.0,0.8095238095238095,0.0,,
PLN,2009-11,1h,14.0,0.8095238095238095,0.0,,
PLN,2009-11,1h,15.0,0.8095238095238095,0.0,,
PLN,2009-11,1h,16.0,0.8095238095238095,0.0,,
PLN,2009-11,1h,18.0,1.0,0.0,,
PLN,2009-11,1h,19.0,1.0,0.0,,
PLN,2009-11,1h,20.0,1.0,0.0,,
PLN,2009-11,1h,21.0,1.0,0.0,,
PLN,2009-11,1h,22.0,1.0,0.0,,
PLN,2009-11,1h,23.0,1.0,0.0,,
PLN,2010-02,1m,,0.9503623188405798,0.0707586732748761,27600.0,26230.0
PLN,2010-02,1m,0.0,1.0,0.04583333333333333,,
PLN,2010-02,1m,1.0,1.0,0.05,,
PLN,2010-02,1m,2.0,1.0,0.050833333333333335,,
PLN,2010-02,1m,3.0,1.0,0.0425,,
PLN,2010-02,1m,4.0,1.0,0.043333333333333335,,
PLN,2010-02,1m,5.0,1.0,0.03166666666666667,,
PLN,2010-02,1m,6.0,1.0,0.0325,,
PLN,2010-02,1m,7.0,0.9983333333333333,0.0667779632721202,,
PLN,2010-02,1m,8.0,0.9975,0.07602339181286549,,
PLN,2010-02,1m,9.0,0.9925,0.07976490344248531,,
PLN,2010-02,1m,10.0,0.9916666666666667,0.09663865546218488,,
PLN,2010-02,1m,11.0,0.9841666666666666,0.12701100762066045,,
PLN,2010-02,1m,12.0,0.7658333333333334,0.10337323177366703,,
